Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Games by Primary,Games by Secondary,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,Tournament,Ruleset,Date
George Macrodimitris,Chaos Space Marines,1,,1,1,Renegade Chapters,1,1,3,2,1,6,20.83,21,58.33%,0,6,58.33%,20.83,21.00,,58.33%,,No,BAO,ITC,28-Jul
George Macrodimitris,Chaos Daemons,1,,1,,Nurgle,1,1,3,2,1,6,20.83,21,58.33%,0,,,,,,58.33%,,No,BAO,ITC,28-Jul
Gordon Danke,Grey Knights,1,1,,1,Grey Knights,1,1,1,3,0,4,17.75,28.33,25.00%,4,,25.00%,17.75,28.33,25.00%,25.00%,17.75,No,BAO,ITC,28-Jul
Gordon Danke,Grey Knights,1,,1,,Grey Knights,1,,1,3,0,4,17.75,28.33,25.00%,0,,,,,,,,No,BAO,ITC,28-Jul
Grant Van Den Bosch,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,1,1,0,2,25.5,28,50.00%,2,,50.00%,25.50,28.00,50.00%,50.00%,25.50,No,BAO,ITC,28-Jul
Grant Van Den Bosch,Asuryani,1,,1,1,Alaitoc,1,1,1,1,0,2,25.5,28,50.00%,0,2,50.00%,25.50,28.00,,50.00%,,No,BAO,ITC,28-Jul
Grant Van Den Bosch,Ynnari,1,,1,1,Ynnari,1,1,1,1,0,2,25.5,28,50.00%,0,2,50.00%,25.50,28.00,,50.00%,,No,BAO,ITC,28-Jul
Greg Markman,Cult Mechanicus,1,1,,1,Stygies,1,1,2,4,0,6,20.67,26.83,33.33%,6,,33.33%,20.67,26.83,33.33%,33.33%,20.67,No,BAO,ITC,28-Jul
Greg Markman,Blood Angels,1,,1,1,Blood Angels,1,1,2,4,0,6,20.67,26.83,33.33%,0,6,33.33%,20.67,26.83,,33.33%,,No,BAO,ITC,28-Jul
Greg Markman,Astra Militarum,1,,1,1,Vostroyan,1,1,2,4,0,6,20.67,26.83,33.33%,0,6,33.33%,20.67,26.83,,33.33%,,No,BAO,ITC,28-Jul
Hank Rockhill,Death Guard,1,1,,1,Death Guard,1,1,1,4,1,6,16.83,20.5,25.00%,6,,25.00%,16.83,20.50,25.00%,25.00%,16.83,No,BAO,ITC,28-Jul
Hank Rockhill,Chaos Space Marines,1,,1,1,Renegade Chapters,1,1,1,4,1,6,16.83,20.5,25.00%,0,6,25.00%,16.83,20.50,,25.00%,,No,BAO,ITC,28-Jul
Hank Rockhill,Renegade Guard,1,,1,1,Renegade Guard,1,1,1,4,1,6,16.83,20.5,25.00%,0,6,25.00%,16.83,20.50,,25.00%,,No,BAO,ITC,28-Jul
Henry Gridley,T'au Empire,1,1,,1,T'au Sept,1,1,3,3,0,6,25.5,25.17,50.00%,6,,50.00%,25.50,25.17,50.00%,50.00%,25.50,No,BAO,ITC,28-Jul
Israel Sanchez,T'au Empire,1,1,,1,T'au Sept,1,1,5,1,0,6,23.83,8,83.33%,6,,83.33%,23.83,8.00,83.33%,83.33%,23.83,Yes,BAO,ITC,28-Jul
Israel Sanchez,T'au Empire,1,,1,,Sa'cea Sept,1,1,5,1,0,6,23.83,8,83.33%,0,,,,,,83.33%,,Yes,BAO,ITC,28-Jul
Israel Sanchez,T'au Empire,1,,1,,T'au Sept,1,,5,1,0,6,23.83,8,83.33%,0,,,,,,,,Yes,BAO,ITC,28-Jul
Jack Harpster,Astra Militarum,1,1,,1,Catachan,1,1,5,1,0,6,33.5,18,83.33%,6,,83.33%,33.50,18.00,83.33%,83.33%,33.50,Yes,BAO,ITC,28-Jul
Jack Harpster,Imperial Knights,1,,1,1,House Raven,1,1,5,1,0,6,33.5,18,83.33%,0,6,83.33%,33.50,18.00,,83.33%,,Yes,BAO,ITC,28-Jul
Jack Harpster,Adeptus Astartes,1,,1,1,Mixed,1,1,5,1,0,6,33.5,18,83.33%,0,6,83.33%,33.50,18.00,,83.33%,,Yes,BAO,ITC,28-Jul
Jade Scott,Blood Angels,1,1,,1,Blood Angels,1,1,2,4,0,6,13.33,22,33.33%,6,,33.33%,13.33,22.00,33.33%,33.33%,13.33,No,BAO,ITC,28-Jul
Jade Scott,Adeptus Astartes,1,,1,1,Raven Guard,1,1,2,4,0,6,13.33,22,33.33%,0,6,33.33%,13.33,22.00,,33.33%,,No,BAO,ITC,28-Jul
Jade Scott,Adeptus Astartes,1,,1,,Raven Guard,1,,2,4,0,6,13.33,22,33.33%,0,,,,,,,,No,BAO,ITC,28-Jul
James Brandetsas,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,4,2,0,6,26.83,20.17,66.67%,6,,66.67%,26.83,20.17,66.67%,66.67%,26.83,Yes,BAO,ITC,28-Jul
James Brandetsas,Drukhari,1,,1,,Kabal of the Flayed Skull,1,1,4,2,0,6,26.83,20.17,66.67%,0,,,,,,66.67%,,Yes,BAO,ITC,28-Jul
James Brandetsas,Drukhari,1,,1,,Prophets of Flesh,1,1,4,2,0,6,26.83,20.17,66.67%,0,,,,,,66.67%,,Yes,BAO,ITC,28-Jul
James Carmona,Chaos Space Marines,1,1,,1,World Eaters,1,1,2,2,1,5,18.17,22.4,50.00%,5,,50.00%,18.17,22.40,50.00%,50.00%,18.17,No,BAO,ITC,28-Jul
James Carmona,Thousand Sons,1,,1,1,Thousand Sons,1,1,2,2,1,5,18.17,22.4,50.00%,0,5,50.00%,18.17,22.40,,50.00%,,No,BAO,ITC,28-Jul
James Carmona,Chaos Space Marines,1,,1,,Alpha Legion,1,1,2,2,1,5,18.17,22.4,50.00%,0,,,,,,50.00%,,No,BAO,ITC,28-Jul
James Strickland,Death Guard,1,1,,1,Death Guard,1,1,2,4,0,6,23.17,26.17,33.33%,6,,33.33%,23.17,26.17,33.33%,33.33%,23.17,No,BAO,ITC,28-Jul
James Strickland,Death Guard,1,,1,,Death Guard,1,,2,4,0,6,23.17,26.17,33.33%,0,,,,,,,,No,BAO,ITC,28-Jul
James Strickland,Chaos Daemons,1,,1,1,Nurgle,1,1,2,4,0,6,23.17,26.17,33.33%,0,6,33.33%,23.17,26.17,,33.33%,,No,BAO,ITC,28-Jul
Jason McKenzie,Cult Mechanicus,1,1,,1,Mars,1,1,4,2,0,6,31,19.33,66.67%,6,,66.67%,31.00,19.33,66.67%,66.67%,31.00,Yes,BAO,ITC,28-Jul
Jason McKenzie,Imperial Knights,1,,1,1,Freeblade,1,1,4,2,0,6,31,19.33,66.67%,0,6,66.67%,31.00,19.33,,66.67%,,Yes,BAO,ITC,28-Jul
Jason McKenzie,Astra Militarum,1,,1,1,Valhallan,1,1,4,2,0,6,31,19.33,66.67%,0,6,66.67%,31.00,19.33,,66.67%,,Yes,BAO,ITC,28-Jul
Jason Rockhill,Genestealer Cults,1,1,,1,Genestealer Cults,1,1,3,2,1,6,19,23.67,58.33%,6,,58.33%,19.00,23.67,58.33%,58.33%,19.00,No,BAO,ITC,28-Jul
Jason Rockhill,Astra Militarum,1,,1,1,Brood Brothers,1,1,3,2,1,6,19,23.67,58.33%,0,6,58.33%,19.00,23.67,,58.33%,,No,BAO,ITC,28-Jul
Jason Rockhill,Tyranids,1,,1,1,Unknown,1,1,3,2,1,6,19,23.67,58.33%,0,6,58.33%,19.00,23.67,,58.33%,,No,BAO,ITC,28-Jul
john weyermuller,Imperial Knights,1,1,,1,House Raven,1,1,6,0,0,6,26.83,12.33,100.00%,6,,100.00%,26.83,12.33,100.00%,100.00%,26.83,Yes,BAO,ITC,28-Jul
john weyermuller,Astra Militarum,1,,1,1,Cadian,1,1,6,0,0,6,26.83,12.33,100.00%,0,6,100.00%,26.83,12.33,,100.00%,,Yes,BAO,ITC,28-Jul
Jason Wolfe,Imperial Knights,1,1,,1,House Raven,1,1,4,2,0,6,26.33,22.17,66.67%,6,,66.67%,26.33,22.17,66.67%,66.67%,26.33,Yes,BAO,ITC,28-Jul
Jason Wolfe,Blood Angels,1,,1,1,Blood Angels,1,1,4,2,0,6,26.33,22.17,66.67%,0,6,66.67%,26.33,22.17,,66.67%,,Yes,BAO,ITC,28-Jul
Jason Wolfe,Astra Militarum,1,,1,1,Valhallan,1,1,4,2,0,6,26.33,22.17,66.67%,0,6,66.67%,26.33,22.17,,66.67%,,Yes,BAO,ITC,28-Jul
Jeff Poole,Asuryani,1,1,,1,Alaitoc,1,1,4,2,0,6,29.33,23,66.67%,6,,66.67%,29.33,23.00,66.67%,66.67%,29.33,Yes,BAO,ITC,28-Jul
Jeff Poole,Asuryani,1,,1,,Alaitoc,1,,4,2,0,6,29.33,23,66.67%,0,,,,,,,,Yes,BAO,ITC,28-Jul
Jeff Poole,Asuryani,1,,1,,Alaitoc,1,,4,2,0,6,29.33,23,66.67%,0,,,,,,,,Yes,BAO,ITC,28-Jul
Jesse Sell,Asuryani,1,1,,1,Alaitoc,1,1,4,2,0,6,27.17,21.33,66.67%,6,,66.67%,27.17,21.33,66.67%,66.67%,27.17,Yes,BAO,ITC,28-Jul
Jesse Sell,Asuryani,1,,1,,Alaitoc,1,,4,2,0,6,27.17,21.33,66.67%,0,,,,,,,,Yes,BAO,ITC,28-Jul
Jesse Sell,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,4,2,0,6,27.17,21.33,66.67%,0,6,66.67%,27.17,21.33,,66.67%,,Yes,BAO,ITC,28-Jul
Jessica Bowman,Necrons,1,1,,1,Nephrekh Dynasty,1,1,3,3,0,6,27.67,22.67,50.00%,6,,50.00%,27.67,22.67,50.00%,50.00%,27.67,No,BAO,ITC,28-Jul
Jessica Bowman,Necrons,1,,1,,Nihilakh Dynasty,1,1,3,3,0,6,27.67,22.67,50.00%,0,,,,,,50.00%,,No,BAO,ITC,28-Jul
Jessica Bowman,Necrons,1,,1,,Mephrit Dynasty,1,1,3,3,0,6,27.67,22.67,50.00%,0,,,,,,50.00%,,No,BAO,ITC,28-Jul
John Frank,Renegade Knights,1,1,,1,Renegade Knights,1,1,4,2,0,6,21,18.67,66.67%,6,,66.67%,21.00,18.67,66.67%,66.67%,21.00,Yes,BAO,ITC,28-Jul
John Schroeder,Adeptus Astartes,1,1,,1,Salamanders,1,1,3,3,0,6,18.83,24,50.00%,6,,50.00%,18.83,24.00,50.00%,50.00%,18.83,No,BAO,ITC,28-Jul
John Schroeder,Astra Militarum,1,,1,1,Cadian,1,1,3,3,0,6,18.83,24,50.00%,0,6,50.00%,18.83,24.00,,50.00%,,No,BAO,ITC,28-Jul
John Schroeder,Astra Militarum,1,,1,,Cadian,1,,3,3,0,6,18.83,24,50.00%,0,,,,,,,,No,BAO,ITC,28-Jul
Jon Machado,Blood Angels,1,1,,1,Blood Angels,1,1,1,4,1,6,21.5,27.33,25.00%,6,,25.00%,21.50,27.33,25.00%,25.00%,21.50,No,BAO,ITC,28-Jul
Jon Machado,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,1,4,1,6,21.5,27.33,25.00%,0,6,25.00%,21.50,27.33,,25.00%,,No,BAO,ITC,28-Jul
Jon Machado,Astra Militarum,1,,1,1,Tallarn,1,1,1,4,1,6,21.5,27.33,25.00%,0,6,25.00%,21.50,27.33,,25.00%,,No,BAO,ITC,28-Jul
Jonathan Ma,Necrons,1,1,,1,Novokh Dynasty,1,1,2,4,0,6,14.83,21.75,33.33%,6,,33.33%,14.83,21.75,33.33%,33.33%,14.83,No,BAO,ITC,28-Jul
Jonathan Ma,Necrons,1,,1,,Novokh Dynasty,1,,2,4,0,6,14.83,21.75,33.33%,0,,,,,,,,No,BAO,ITC,28-Jul
Jonathan Ma,Necrons,1,,1,,Novokh Dynasty,1,,2,4,0,6,14.83,21.75,33.33%,0,,,,,,,,No,BAO,ITC,28-Jul
Jonathan Starks,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,4,1,1,6,28.17,16.67,75.00%,6,,75.00%,28.17,16.67,75.00%,75.00%,28.17,Yes,BAO,ITC,28-Jul
Jonathan Starks,Drukhari,1,,1,,Prophets of Flesh,1,1,4,1,1,6,28.17,16.67,75.00%,0,,,,,,75.00%,,Yes,BAO,ITC,28-Jul
Joseph Hillegass,Astra Militarum,1,1,,1,Tallarn,1,1,2,4,0,6,22.5,30.5,33.33%,6,,33.33%,22.50,30.50,33.33%,33.33%,22.50,No,BAO,ITC,28-Jul
Joseph Hillegass,Astra Militarum,1,,1,,Cadian,1,1,2,4,0,6,22.5,30.5,33.33%,0,,,,,,33.33%,,No,BAO,ITC,28-Jul
Joseph Hillegass,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,2,4,0,6,22.5,30.5,33.33%,0,6,33.33%,22.50,30.50,,33.33%,,No,BAO,ITC,28-Jul
Josh Rosenstein,Astra Militarum,1,1,,1,Vostroyan,1,1,5,1,0,6,26,21.17,83.33%,6,,83.33%,26.00,21.17,83.33%,83.33%,26.00,Yes,BAO,ITC,28-Jul
Josh Rosenstein,Astra Militarum,1,,1,,Militarum Tempestus,1,1,5,1,0,6,26,21.17,83.33%,0,,,,,,83.33%,,Yes,BAO,ITC,28-Jul
Josh Rosenstein,Imperial Knights,1,,1,1,House Terryn,1,1,5,1,0,6,26,21.17,83.33%,0,6,83.33%,26.00,21.17,,83.33%,,Yes,BAO,ITC,28-Jul
Joshua Galvez,Chaos Daemons,1,1,,1,Chaos Undivided,1,1,2,2,2,6,18.83,22.33,50.00%,6,,50.00%,18.83,22.33,50.00%,50.00%,18.83,No,BAO,ITC,28-Jul
Joshua Galvez,Chaos Daemons,1,,1,,Tzeentch,1,1,2,2,2,6,18.83,22.33,50.00%,0,,,,,,50.00%,,No,BAO,ITC,28-Jul
Joshua Jenne,Chaos Space Marines,1,1,,1,Black Legion,1,1,1,3,2,6,23.33,29.33,33.33%,6,,33.33%,23.33,29.33,33.33%,33.33%,23.33,No,BAO,ITC,28-Jul
Joshua Jenne,Thousand Sons,1,,1,1,Thousand Sons,1,1,1,3,2,6,23.33,29.33,33.33%,0,6,33.33%,23.33,29.33,,33.33%,,No,BAO,ITC,28-Jul
Joshua Jenne,Chaos Daemons,1,,1,1,Khorne,1,1,1,3,2,6,23.33,29.33,33.33%,0,6,33.33%,23.33,29.33,,33.33%,,No,BAO,ITC,28-Jul
Julian Houghtby,Tyranids,1,1,,1,Leviathan,1,1,2,3,0,5,22.6,20.4,40.00%,5,,40.00%,22.60,20.40,40.00%,40.00%,22.60,No,BAO,ITC,28-Jul
Julian Houghtby,Tyranids,1,,1,,Leviathan,1,,2,3,0,5,22.6,20.4,40.00%,0,,,,,,,,No,BAO,ITC,28-Jul
Justin Gomes,Asuryani,1,1,,1,Alaitoc,1,1,3,3,0,6,20.17,23,50.00%,6,,50.00%,20.17,23.00,50.00%,50.00%,20.17,No,BAO,ITC,28-Jul
Justin Gomes,Asuryani,1,,1,,Alaitoc,1,,3,3,0,6,20.17,23,50.00%,0,,,,,,,,No,BAO,ITC,28-Jul
Karl Mccamish,Imperial Knights,1,1,,1,House Hawkshroud,1,1,3,3,0,6,20,23.67,50.00%,6,,50.00%,20.00,23.67,50.00%,50.00%,20.00,No,BAO,ITC,28-Jul
Karl Mccamish,Astra Militarum,1,,1,1,Cadian,1,1,3,3,0,6,20,23.67,50.00%,0,6,50.00%,20.00,23.67,,50.00%,,No,BAO,ITC,28-Jul
Kevin Lantz,T'au Empire,1,1,,1,Bork'an Sept,1,1,2,4,0,6,23,26.17,33.33%,6,,33.33%,23.00,26.17,33.33%,33.33%,23.00,No,BAO,ITC,28-Jul
Kevin Lantz,T'au Empire,1,,1,,Bork'an Sept,1,,2,4,0,6,23,26.17,33.33%,0,,,,,,,,No,BAO,ITC,28-Jul
Kevin Lantz,T'au Empire,1,,1,,Bork'an Sept,1,,2,4,0,6,23,26.17,33.33%,0,,,,,,,,No,BAO,ITC,28-Jul
Kirk Lund,Harlequins,1,1,,1,Soaring Spite,1,1,1,5,0,6,12.83,27,16.67%,6,,16.67%,12.83,27.00,16.67%,16.67%,12.83,No,BAO,ITC,28-Jul
Kirk Lund,Asuryani,1,,1,1,Unknown,1,1,1,5,0,6,12.83,27,16.67%,0,6,16.67%,12.83,27.00,,16.67%,,No,BAO,ITC,28-Jul
Larry DeTomasi,Space Wolves,1,1,,1,Space Wolves,1,1,2,4,0,6,20.17,25.5,33.33%,6,,33.33%,20.17,25.50,33.33%,33.33%,20.17,No,BAO,ITC,28-Jul
Larry DeTomasi,Space Wolves,1,,1,,Space Wolves,1,,2,4,0,6,20.17,25.5,33.33%,0,,,,,,,,No,BAO,ITC,28-Jul
Lee Thurston,Imperial Knights,1,1,,1,House Raven,1,1,1,4,1,6,23.33,28.17,25.00%,6,,25.00%,23.33,28.17,25.00%,25.00%,23.33,No,BAO,ITC,28-Jul
Lee Thurston,Cult Mechanicus,1,,1,1,Mars,1,1,1,4,1,6,23.33,28.17,25.00%,0,6,25.00%,23.33,28.17,,25.00%,,No,BAO,ITC,28-Jul
Lee Thurston,Astra Militarum,1,,1,1,Catachan,1,1,1,4,1,6,23.33,28.17,25.00%,0,6,25.00%,23.33,28.17,,25.00%,,No,BAO,ITC,28-Jul
Luc Jessick,Death Guard,1,1,,1,Death Guard,1,1,2,3,0,5,23.4,23.75,40.00%,5,,40.00%,23.40,23.75,40.00%,40.00%,23.40,No,BAO,ITC,28-Jul
Luc Jessick,Death Guard,1,,1,,Death Guard,1,,2,3,0,5,23.4,23.75,40.00%,0,,,,,,,,No,BAO,ITC,28-Jul
Mark Carrion,Imperial Knights,1,1,,1,House Terryn,1,1,5,1,0,6,32.5,18.33,83.33%,6,,83.33%,32.50,18.33,83.33%,83.33%,32.50,Yes,BAO,ITC,28-Jul
Mark Carrion,Blood Angels,1,,1,1,Blood Angels,1,1,5,1,0,6,32.5,18.33,83.33%,0,6,83.33%,32.50,18.33,,83.33%,,Yes,BAO,ITC,28-Jul
Mark Carrion,Astra Militarum,1,,1,1,Catachan,1,1,5,1,0,6,32.5,18.33,83.33%,0,6,83.33%,32.50,18.33,,83.33%,,Yes,BAO,ITC,28-Jul
Mark Garma,T'au Empire,1,1,,1,Bork'an Sept,1,1,4,2,0,6,12.83,9.5,66.67%,6,,66.67%,12.83,9.50,66.67%,66.67%,12.83,Yes,BAO,ITC,28-Jul
Mark Garma,T'au Empire,1,,1,,Bork'an Sept,1,,4,2,0,6,12.83,9.5,66.67%,0,,,,,,,,Yes,BAO,ITC,28-Jul
Mark Garma,T'au Empire,1,,1,,Sa'cea Sept,1,1,4,2,0,6,12.83,9.5,66.67%,0,,,,,,66.67%,,Yes,BAO,ITC,28-Jul
Matthew Lee,Imperial Knights,1,1,,1,House Griffith,1,1,2,4,0,6,19.17,27.67,33.33%,6,,33.33%,19.17,27.67,33.33%,33.33%,19.17,No,BAO,ITC,28-Jul
Matthew Lee,Astra Militarum,1,,1,1,Vostroyan,1,1,2,4,0,6,19.17,27.67,33.33%,0,6,33.33%,19.17,27.67,,33.33%,,No,BAO,ITC,28-Jul
Maxwell Hill,Cult Mechanicus,1,1,,1,Stygies,1,1,3,3,0,6,22.17,23.17,50.00%,6,,50.00%,22.17,23.17,50.00%,50.00%,22.17,No,BAO,ITC,28-Jul
Maxwell Hill,Cult Mechanicus,1,,1,,Stygies,1,,3,3,0,6,22.17,23.17,50.00%,0,,,,,,,,No,BAO,ITC,28-Jul
Michael Briones,Astra Militarum,1,1,,1,Cadian,1,1,0,4,0,4,13.5,19.83,0.00%,4,,0.00%,13.50,19.83,0.00%,0.00%,13.50,No,BAO,ITC,28-Jul
Michael Briones,Astra Militarum,1,,1,,Cadian,1,,0,4,0,4,13.5,19.83,0.00%,0,,,,,,,,No,BAO,ITC,28-Jul
Michael Briones,Astra Militarum,1,,1,,Elysian Drop Troops,1,1,0,4,0,4,13.5,19.83,0.00%,0,,,,,,0.00%,,No,BAO,ITC,28-Jul
Michael Celeste,Necrons,1,1,,1,Sautekh Dynasty,1,1,1,3,0,4,16.75,21.33,25.00%,4,,25.00%,16.75,21.33,25.00%,25.00%,16.75,No,BAO,ITC,28-Jul
Michael Celeste,Necrons,1,,1,,Sautekh Dynasty,1,,1,3,0,4,16.75,21.33,25.00%,0,,,,,,,,No,BAO,ITC,28-Jul
Michael Rhine,Tyranids,1,1,,1,Jormungandr,1,1,2,3,1,6,21.17,26.33,41.67%,6,,41.67%,21.17,26.33,41.67%,41.67%,21.17,No,BAO,ITC,28-Jul
Michael Rhine,Tyranids,1,,1,,Kraken,1,1,2,3,1,6,21.17,26.33,41.67%,0,,,,,,41.67%,,No,BAO,ITC,28-Jul
Michael Rhine,Tyranids,1,,1,,Kronos,1,1,2,3,1,6,21.17,26.33,41.67%,0,,,,,,41.67%,,No,BAO,ITC,28-Jul
Michael Schwartz,Blood Angels,1,1,,1,Blood Angels,1,1,4,2,0,6,25.17,19.33,66.67%,6,,66.67%,25.17,19.33,66.67%,66.67%,25.17,Yes,BAO,ITC,28-Jul
Michael Schwartz,Astra Militarum,1,,1,1,Cadian,1,1,4,2,0,6,25.17,19.33,66.67%,0,6,66.67%,25.17,19.33,,66.67%,,Yes,BAO,ITC,28-Jul
Michael Schwartz,Adeptus Astartes,1,,1,1,Raven Guard,1,1,4,2,0,6,25.17,19.33,66.67%,0,6,66.67%,25.17,19.33,,66.67%,,Yes,BAO,ITC,28-Jul
Michael Snider,Tyranids,1,,1,,Kraken,1,1,4,2,0,6,28.83,20.33,66.67%,0,,,,,,66.67%,,Yes,BAO,ITC,28-Jul
Michael Snider,Tyranids,1,1,,1,Jormungandr,1,1,4,2,0,6,28.83,20.33,66.67%,6,,66.67%,28.83,20.33,66.67%,66.67%,28.83,Yes,BAO,ITC,28-Jul
Michael Snider,Neutral Fortification,1,,1,1,Neutral,1,1,4,2,0,6,28.83,20.33,66.67%,0,6,66.67%,28.83,20.33,,66.67%,,Yes,BAO,ITC,28-Jul
Michael Timpe,Thousand Sons,1,1,,1,Thousand Sons,1,1,5,1,0,6,23,22.17,83.33%,6,,83.33%,23.00,22.17,83.33%,83.33%,23.00,Yes,BAO,ITC,28-Jul
Michael Timpe,Chaos Space Marines,1,,1,1,Alpha Legion,1,1,5,1,0,6,23,22.17,83.33%,0,6,83.33%,23.00,22.17,,83.33%,,Yes,BAO,ITC,28-Jul
Michael Timpe,Renegade Knights,1,,1,1,Renegade Knights,1,1,5,1,0,6,23,22.17,83.33%,0,6,83.33%,23.00,22.17,,83.33%,,Yes,BAO,ITC,28-Jul
Miguel Jimenez,Asuryani,1,1,,1,Alaitoc,1,1,2,4,0,6,17.67,19.5,33.33%,6,,33.33%,17.67,19.50,33.33%,33.33%,17.67,No,BAO,ITC,28-Jul
Miguel Jimenez,Ynnari,1,,1,1,Ynnari,1,1,2,4,0,6,17.67,19.5,33.33%,0,6,33.33%,17.67,19.50,,33.33%,,No,BAO,ITC,28-Jul
Miguel Jimenez,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,2,4,0,6,17.67,19.5,33.33%,0,6,33.33%,17.67,19.50,,33.33%,,No,BAO,ITC,28-Jul
Mitchell Woerner,Death Guard,1,,1,1,Death Guard,1,1,4,2,0,6,24,19.83,66.67%,0,6,66.67%,24.00,19.83,,66.67%,,Yes,BAO,ITC,28-Jul
Mitchell Woerner,Chaos Daemons,1,1,,1,Nurgle,1,1,4,2,0,6,24,19.83,66.67%,6,,66.67%,24.00,19.83,66.67%,66.67%,24.00,Yes,BAO,ITC,28-Jul
Mitchell Woerner,Chaos Daemons,1,,1,,Nurgle,1,,4,2,0,6,24,19.83,66.67%,0,,,,,,,,Yes,BAO,ITC,28-Jul
Mitchell Pelham,Astra Militarum,1,1,,1,Catachan,1,1,5,1,0,6,29.5,20.5,83.33%,6,,83.33%,29.50,20.50,83.33%,83.33%,29.50,Yes,BAO,ITC,28-Jul
Mitchell Pelham,Blood Angels,1,,1,1,Blood Angels,1,1,5,1,0,6,29.5,20.5,83.33%,0,6,83.33%,29.50,20.50,,83.33%,,Yes,BAO,ITC,28-Jul
Mitchell Pelham,Imperial Knights,1,,1,1,House Raven,1,1,5,1,0,6,29.5,20.5,83.33%,0,6,83.33%,29.50,20.50,,83.33%,,Yes,BAO,ITC,28-Jul
Nicholas Lozano,Astra Militarum,1,1,,1,Militarum Tempestus,1,1,1,4,0,5,15.6,22,20.00%,5,,20.00%,15.60,22.00,20.00%,20.00%,15.60,No,BAO,ITC,28-Jul
Nicholas Lozano,Imperial Knights,1,,1,1,Unknown,1,1,1,4,0,5,15.6,22,20.00%,0,5,20.00%,15.60,22.00,,20.00%,,No,BAO,ITC,28-Jul
Nicholas Lozano,Adeptus Astartes,1,,1,1,Unknown,1,1,1,4,0,5,15.6,22,20.00%,0,5,20.00%,15.60,22.00,,20.00%,,No,BAO,ITC,28-Jul
Nikhil Sinha,Ynnari,1,1,,1,Ynnari,1,1,5,1,0,6,28.33,15.83,83.33%,6,,83.33%,28.33,15.83,83.33%,83.33%,28.33,Yes,BAO,ITC,28-Jul
Nikhil Sinha,Asuryani,1,,1,1,Alaitoc,1,1,5,1,0,6,28.33,15.83,83.33%,0,6,83.33%,28.33,15.83,,83.33%,,Yes,BAO,ITC,28-Jul
Nikhil Sinha,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,5,1,0,6,28.33,15.83,83.33%,0,6,83.33%,28.33,15.83,,83.33%,,Yes,BAO,ITC,28-Jul
Noah Azarin,Asuryani,1,1,,1,Alaitoc,1,1,3,3,0,6,26.5,24.83,50.00%,6,,50.00%,26.50,24.83,50.00%,50.00%,26.50,No,BAO,ITC,28-Jul
Nolan Cyr,Imperial Knights,1,1,,1,House Raven,1,1,3,3,0,6,26.5,23.83,50.00%,6,,50.00%,26.50,23.83,50.00%,50.00%,26.50,No,BAO,ITC,28-Jul
Nolan Cyr,Astra Militarum,1,,1,1,Cadian,1,1,3,3,0,6,26.5,23.83,50.00%,0,6,50.00%,26.50,23.83,,50.00%,,No,BAO,ITC,28-Jul
Pablo Caballero,Imperial Knights,1,1,,1,House Raven,1,1,2,4,0,6,19.5,21.67,33.33%,6,,33.33%,19.50,21.67,33.33%,33.33%,19.50,No,BAO,ITC,28-Jul
Pablo Martinez,Blood Angels,1,1,,1,Blood Angels,1,1,3,3,0,6,28.67,23.83,50.00%,6,,50.00%,28.67,23.83,50.00%,50.00%,28.67,No,BAO,ITC,28-Jul
Pablo Martinez,Adepta Sororitas,1,,1,1,Adepta Sororitas,1,1,3,3,0,6,28.67,23.83,50.00%,0,6,50.00%,28.67,23.83,,50.00%,,No,BAO,ITC,28-Jul
Pablo Martinez,Astra Militarum,1,,1,1,Catachan,1,1,3,3,0,6,28.67,23.83,50.00%,0,6,50.00%,28.67,23.83,,50.00%,,No,BAO,ITC,28-Jul
Paul Bowman,Harlequins,1,,1,1,Soaring Spite,1,1,4,2,0,6,26.67,20.67,66.67%,0,6,66.67%,26.67,20.67,,66.67%,,Yes,BAO,ITC,28-Jul
Paul Bowman,Asuryani,1,1,,1,Alaitoc,1,1,4,2,0,6,26.67,20.67,66.67%,6,,66.67%,26.67,20.67,66.67%,66.67%,26.67,Yes,BAO,ITC,28-Jul
Paul Bowman,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,4,2,0,6,26.67,20.67,66.67%,0,6,66.67%,26.67,20.67,,66.67%,,Yes,BAO,ITC,28-Jul
Paul McKelvey,T'au Empire,1,,1,,T'au Sept,1,1,4,2,0,6,23.67,26.33,66.67%,0,,,,,,66.67%,,Yes,BAO,ITC,28-Jul
Paul McKelvey,T'au Empire,1,,1,,Sa'cea Sept,1,1,4,2,0,6,23.67,26.33,66.67%,0,,,,,,66.67%,,Yes,BAO,ITC,28-Jul
